Date,Cycle,Week,Set,Name,Completed,Reps,Weights,Notes
Dec 3  2019,5,4,Assistance lift,Front squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,65.0;65.0;65.0;65.0;65.0;,
Dec 3  2019,5,4,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,15;15;15;,0.0;0.0;0.0;,
Dec 2  2019,5,4,Assistance lift,Close grip bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,135.0;135.0;135.0;135.0;135.0;,
Dec 2  2019,5,4,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,30.0;30.0;30.0;30.0;30.0;,
Dec 2  2019,5,4,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,40.0;40.0;40.0;40.0;40.0;,
Nov 29  2019,5,3,Assistance lift,Straight leg deadlift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 29  2019,5,3,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,20;20;20;,26.5;26.5;26.5;,
Nov 28  2019,5,3,Assistance lift,Incline bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 28  2019,5,3,Assistance lift,Shrugs,✔︎;✔︎;✔︎;,20;20;20;,95.0;95.0;95.0;,
Nov 28  2019,5,3,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,60.0;60.0;60.0;60.0;60.0;,
Nov 28  2019,5,3,Assistance lift,Biceps barbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,60.0;60.0;60.0;60.0;60.0;,
Nov 26  2019,5,3,Assistance lift,Front squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,65.0;65.0;65.0;65.0;65.0;,
Nov 26  2019,5,3,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,15;15;15;,0.0;0.0;0.0;,
Nov 25  2019,5,3,Assistance lift,Close grip bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,135.0;135.0;135.0;135.0;135.0;,
Nov 25  2019,5,3,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,30.0;30.0;30.0;30.0;30.0;,
Nov 25  2019,5,3,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,40.0;40.0;40.0;40.0;40.0;,
Nov 22  2019,5,2,Assistance lift,Straight leg deadlift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 22  2019,5,2,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,20;20;20;,26.5;26.5;26.5;,
Nov 21  2019,5,2,Assistance lift,Incline bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 19  2019,5,2,Assistance lift,Front squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,65.0;65.0;65.0;65.0;65.0;,
Nov 19  2019,5,2,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,15;15;15;,0.0;0.0;0.0;,
Nov 18  2019,5,2,Assistance lift,Close grip bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,135.0;135.0;135.0;135.0;135.0;,
Nov 18  2019,5,2,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,30.0;30.0;30.0;30.0;30.0;,
Nov 18  2019,5,2,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,40.0;40.0;40.0;40.0;40.0;,
Nov 15  2019,5,1,Assistance lift,Straight leg deadlift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 15  2019,5,1,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,20;20;20;,26.5;26.5;26.5;,
Nov 14  2019,5,1,Assistance lift,Incline bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;8;10;,95.0;95.0;95.0;95.0;95.0;,
Nov 14  2019,5,1,Assistance lift,Shrugs,✔︎;✔︎;✔︎;,20;20;20;,95.0;95.0;95.0;,
Nov 14  2019,5,1,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,60.0;60.0;60.0;60.0;60.0;,
Nov 14  2019,5,1,Assistance lift,Biceps barbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,60.0;60.0;60.0;60.0;60.0;,
Nov 13  2019,5,1,Assistance lift,Front squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,65.0;65.0;65.0;65.0;65.0;,
Nov 13  2019,5,1,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,20;15;10;,0.0;0.0;0.0;,
Nov 11  2019,5,1,Assistance lift,Close grip bench press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,135.0;135.0;135.0;135.0;135.0;,
Nov 11  2019,5,1,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,30.0;30.0;30.0;30.0;30.0;,
Nov 11  2019,5,1,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,40.0;40.0;40.0;40.0;40.0;,
Nov 1  2019,4,3,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,172.0;172.0;172.0;,
Oct 31  2019,4,3,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,50.0;50.0;50.0;,
Oct 31  2019,4,3,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,60.0;60.0;60.0;,
Oct 31  2019,4,3,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,55.0;55.0;55.0;,
Oct 31  2019,4,3,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,10;10;10;,60.0;60.0;60.0;,
Oct 30  2019,4,3,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Oct 28  2019,4,3,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,6;7;10;,198.0;198.0;198.0;,
Oct 28  2019,4,3,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,15;15;15;,60.0;60.0;60.0;,
Oct 28  2019,4,3,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,15;15;15;,55.0;55.0;55.0;,
Oct 28  2019,4,3,Assistance lift,Shrugs,✔︎;✔︎;✔︎;,20;20;20;,120.0;120.0;120.0;,
Oct 25  2019,4,2,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,172.0;172.0;172.0;,
Oct 24  2019,4,2,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,50.0;50.0;50.0;,
Oct 24  2019,4,2,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,15;15;15;,60.0;60.0;60.0;,
Oct 24  2019,4,2,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,15;15;15;,55.0;55.0;55.0;,
Oct 24  2019,4,2,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,15;15;15;,60.0;60.0;60.0;,
Oct 22  2019,4,2,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Oct 21  2019,4,2,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,10;10;10;,171.0;171.0;171.0;,
Oct 21  2019,4,2,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Oct 21  2019,4,2,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,15;15;15;,55.0;55.0;55.0;,
Oct 21  2019,4,2,Assistance lift,Shrugs,✔︎;✔︎;✔︎;,20;20;20;,120.0;120.0;120.0;,
Oct 18  2019,4,1,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,172.0;172.0;172.0;,
Oct 17  2019,4,1,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,40.0;40.0;40.0;,
Oct 17  2019,4,1,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Oct 17  2019,4,1,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Oct 17  2019,4,1,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,10;10;8;,80.0;80.0;80.0;,
Oct 15  2019,4,1,Assistance lift,Ab roller,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Oct 14  2019,4,1,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,10;10;10;,171.0;171.0;171.0;,
Oct 14  2019,4,1,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Oct 14  2019,4,1,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Oct 14  2019,4,1,Assistance lift,Shrugs,✔︎;✔︎;✔︎;,20;20;20;,125.0;125.0;125.0;,
Oct 11  2019,3,3,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,171.0;171.0;171.0;,
Oct 10  2019,3,3,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,40.0;40.0;40.0;,
Oct 10  2019,3,3,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Oct 10  2019,3,3,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Oct 10  2019,3,3,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Oct 8  2019,3,3,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,171.0;171.0;171.0;,
Oct 7  2019,3,3,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,10;10;10;,172.0;172.0;172.0;,
Oct 7  2019,3,3,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,75.0;75.0;75.0;,
Oct 7  2019,3,3,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,45.0;55.0;65.0;,
Oct 7  2019,3,3,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Oct 4  2019,3,2,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,170.0;170.0;170.0;,
Oct 3  2019,3,2,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,37.5;37.5;37.5;,
Oct 3  2019,3,2,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,75.0;75.0;75.0;,
Oct 3  2019,3,2,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,30.0;35.0;45.0;,
Oct 3  2019,3,2,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,30.0;40.0;50.0;,
Oct 1  2019,3,2,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,168.0;168.0;168.0;,
Sep 30  2019,3,2,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,10;10;10;,170.0;170.0;170.0;,
Sep 30  2019,3,2,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,60.0;80.0;70.0;,
Sep 30  2019,3,2,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 30  2019,3,2,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 27  2019,3,1,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,169.0;169.0;169.0;,
Sep 26  2019,3,1,Assistance lift,Dumbbell row,✔︎;✔︎;✔︎;,10;10;10;,27.5;37.5;47.5;,
Sep 26  2019,3,1,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,60.0;60.0;60.0;,
Sep 26  2019,3,1,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 26  2019,3,1,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 24  2019,3,1,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,168.0;168.0;168.0;,
Sep 23  2019,3,1,Assistance lift,Chin-ups,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 23  2019,3,1,Assistance lift,Biceps dumbbell curl,✔︎;✔︎;✔︎;,10;10;10;,55.0;55.0;55.0;,
Sep 23  2019,3,1,Assistance lift,Triceps rope push down,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 23  2019,3,1,Assistance lift,Face pulls,✔︎;✔︎;✔︎;,10;10;10;,0.0;0.0;0.0;,
Sep 20  2019,2,3,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,8;8;8;,155.0;155.0;155.0;,
Sep 20  2019,2,3,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,35;35;35;,26.5;26.5;26.5;,
Sep 18  2019,2,3,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Sep 18  2019,2,3,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;10;,166.0;166.0;166.0;,
Sep 16  2019,2,4,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,12;12;10;,180.0;180.0;180.0;,
Sep 16  2019,2,4,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,25;25;25;,55.0;55.0;55.0;,
Sep 9  2019,2,3,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,10;10;10;,180.0;180.0;180.0;,
Sep 9  2019,2,3,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,25;22;18;,55.0;55.0;55.0;,
Sep 6  2019,2,2,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,12;12;12;,145.0;145.0;145.0;,
Sep 6  2019,2,2,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,35;35;35;,26.5;26.5;26.5;,
Sep 4  2019,2,2,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,10;10;10;,80.0;80.0;80.0;,
Sep 4  2019,2,2,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,10;10;7;,171.0;170.0;170.0;,
Sep 2  2019,2,2,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,10;10;10;,180.0;180.0;180.0;,
Sep 2  2019,2,2,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,25;20;17;,55.0;55.0;55.0;,
Aug 30  2019,2,1,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,10;10;10;,145.0;145.0;145.0;,
Aug 30  2019,2,1,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,35;35;35;,26.5;26.5;26.5;,
Aug 28  2019,2,1,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,12;12;12;,75.0;75.0;75.0;,
Aug 28  2019,2,1,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,12;12;10;,170.0;170.0;0.0;,
Aug 26  2019,2,1,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,12;12;12;,175.0;175.0;175.0;,
Aug 26  2019,2,1,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,20;20;18;,55.0;55.0;55.0;,
Aug 23  2019,1,3,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,8;8;8;,145.0;145.0;145.0;,
Aug 23  2019,1,3,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,25;25;25;,26.5;26.5;26.5;,
Aug 21  2019,1,3,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,12;12;12;,70.0;70.0;70.0;,
Aug 21  2019,1,3,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,12;12;12;,0.0;0.0;0.0;,
Aug 19  2019,1,3,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,12;12;12;,170.0;170.0;170.0;,
Aug 19  2019,1,3,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,20;20;20;,50.0;50.0;50.0;,
Aug 16  2019,1,2,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,12;12;12;,135.0;135.0;135.0;,
Aug 16  2019,1,2,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,25;25;25;,26.5;26.5;26.5;,
Aug 14  2019,1,2,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,12;12;11;,70.0;70.0;70.0;,
Aug 14  2019,1,2,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,12;12;12;,0.0;0.0;0.0;,
Aug 12  2019,1,2,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,10;10;10;,170.0;170.0;170.0;,
Aug 12  2019,1,2,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,20;20;16;,50.0;50.0;50.0;,
Aug 9  2019,1,1,Assistance lift,Barbell row,✔︎;✔︎;✔︎;,12;12;12;,135.0;135.0;135.0;,
Aug 9  2019,1,1,Assistance lift,Kettlebell swings,✔︎;✔︎;✔︎;,20;20;20;,26.5;26.5;26.5;,
Aug 7  2019,1,1,Assistance lift,Skull crusher EZ-bar,✔︎;✔︎;✔︎;,12;12;12;,70.0;70.0;70.0;,
Aug 7  2019,1,1,Assistance lift,Hanging leg raise,✔︎;✔︎;✔︎;,12;12;12;,0.0;0.0;0.0;,
Aug 5  2019,1,1,Assistance lift,Pull-up,✔︎;✔︎;✔︎;,10;10;10;,170.0;170.0;170.0;,
Aug 5  2019,1,1,Assistance lift,Dumbbell press,✔︎;✔︎;✔︎;,12;12;12;,50.0;50.0;50.0;,DB press is easy at 50lbs
